Column1;Column2;Column3;Column4;Column5
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MBN2500MSHD71N1S1B70;;"Число контактов, pin:; 7; Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 29/60; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-KH10MBN2500MSHD71N1S1B70";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10mbn2500mshd71n1s1b70/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MBN0075MSU05N1A110;;"Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 29/60; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10; Аналоговый выход по току, мА:; 4-20";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10mbn0075msu05n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KF09CSC0900MSU02N1S1G30;;"Серия:; KF; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 61/94; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-KF09CSC0900MSU02N1S1G30; Диапазон измерения, мм:; 900";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kf09csc0900msu02n1s1g30/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-GH10MSN0500MHD61N1A110;;"Число контактов, pin:; 6; Серия:; GH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 50.8/63.5; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_gh10msn0500mhd61n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-GB10FBN0550MHD61N1A110;;"Число контактов, pin:; 6; Серия:; GB; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 39/60; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_gb10fbn0550mhd61n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-GB10FBN0150MSU02N1A111;;"Серия:; GB; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 39/60; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10; Аналоговый выход по току, мА:; 4-20";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_gb10fbn0150msu02n1a111/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-GB10FBN0100MSU05N1A110;;"Серия:; GB; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 39/60; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10; Аналоговый выход по току, мА:; 4-20";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_gb10fbn0100msu05n1a110_/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-GB10FBN0100MHD61N1A110;;"Число контактов, pin:; 6; Серия:; GB; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 39/60; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_gb10fbn0100mhd61n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-FM10DS40200MSU40N1A110;;"Серия:; FM; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 30/64; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10; Аналоговый выход по току, мА:; 4-20";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_fm10ds40200msu40n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-ER06BSB0250MHC51N1A110;;"Число контактов, pin:; 5; Серия:; ER; Длина корпуса, мм:; 393; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 5/0; Температура эксплуатации Min, °C:; -40";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_er06bsb0250mhc51n1a110/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-KS50NSH0700MHC53N1P103;;"Число контактов, pin:; 5;3; Серия:; KS; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 79/73; Температура эксплуатации Min, °C:; -40; Артикул:; LPS1-KS50NSH0700MHC53N1P103";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_ks50nsh0700mhc53n1p103/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-KS50NSH0250MHN53N1E103;;"Число контактов, pin:; 5;4; Серия:; KS; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 79/73; Температура эксплуатации Min, °C:; -40; Артикул:; LPS1-KS50NSH0250MHN53N1E103";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_ks50nsh0250mhn53n1e103/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-KS50NSB0350MHD81N1A111;;"Число контактов, pin:; 6; Серия:; KS; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 79; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_ks50nsb0350mhd81n1a111/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-KS50NSB0750MHD61N1A110;;"Число контактов, pin:; 6; Серия:; KS; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 79; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_ks50nsb0750mhd61n1a110_/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS1-KP50SSB1985MHC53N1P103;;"Число контактов, pin:; 5;4; Серия:; KP; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 28/66; Температура эксплуатации Min, °C:; -40; Артикул:; LPS1-KP50SSB1985MHC53N1P103";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps1_kp50ssb1985mhc53n1p103/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MSN2500MHD71N1S1B70;;"Число контактов, pin:; 7; Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 50.8/63.5; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-KH10MSN2500MHD71N1S1B70";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10msn2500mhd71n1s1b70/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MSN0600MHD71N1S1G60;;"Число контактов, pin:; 7; Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 29/60; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-KH10MSN0600MHD71N1S1G60";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10msn0600mhd71n1s1g60/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MSN0130MHD71N1S2G30;;"Число контактов, pin:; 7; Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 50.8/63.5; Температура эксплуатации Min, °C:; -40; Артикул:; LPS2-KH10MSN0130MHD71N1S2G30";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10msn0130mhd71n1s2g30/;под заказ
Датчик линейных перемещений AMT Linear Position Sensor LPS2-KH10MBN1600MHD61N1A111;;"Число контактов, pin:; 6; Серия:; KH; Температура эксплуатации Max, °C:; 85; Защита от перенапряжения:; да; Слепая зона, мм:; 29/60; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/datchik_lineynykh_peremeshcheniy_amt_linear_position_sensor_lps2_kh10mbn1600mhd61n1a111/;под заказ
